Row.names	SYMBOL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val
16995500	LIFR	leukemia inhibitory factor receptor alpha	-2.890317	5.5514548	-14.1050900851074	8.4532674981456e-14	1.52440505076837e-11
16816447	TMC5	transmembrane channel-like 5	-2.09344633333334	10.8540052	-13.9493630503614	1.09566396952803e-13	1.89381035772075e-11
16939479	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3	-2.351513	6.4648832	-13.9462803259577	1.10132931615867e-13	1.89381035772075e-11
16978976	CFI	complement factor I	-2.714716	4.1621164	-13.9193089750995	1.15220590454612e-13	1.95936729089155e-11
16915457	CDH26	cadherin 26	-1.43017666666667	6.549596	-13.9075062613296	1.17522748942103e-13	1.9846823027197e-11
16919879	SLC13A3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	-2.00814533333334	6.1451088	-13.9045911443291	1.18098635395831e-13	1.9846823027197e-11
16938271	KAT2B	K(lysine) acetyltransferase 2B	-1.71725066666668	8.8836696	-13.81170702401	1.38059927576157e-13	2.27990408723886e-11
17020118	ICK	intestinal cell (MAK-like) kinase	-1.49372100000001	10.5106904	-13.8008519058825	1.40610168413528e-13	2.30867350655522e-11
16943184	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	-2.160692	6.4714848	-13.7907329665041	1.43031283475217e-13	2.33022917804568e-11
17064907	PTPRN2	protein tyrosine phosphatase, receptor type, N polypeptide 2	-2.199896	8.7706764	-13.7884246438809	1.43589592864729e-13	2.33022917804568e-11
16696979	GLUL	glutamate-ammonia ligase	-1.42501233333334	7.7814476	-13.7632752080515	1.49820341654419e-13	2.39118287191346e-11
16824572	GPRC5B	G protein-coupled receptor, class C, group 5, member B	-3.52778066666668	9.4348636	-13.7459657341816	1.54270455624481e-13	2.44852924818656e-11
16699634	TLR5	toll-like receptor 5	-1.877428	7.9877632	-13.6893137569711	1.69813956798774e-13	2.65104641081103e-11
16925508	TMPRSS3	transmembrane protease, serine 3	-3.22904400000001	7.6421296	-13.6124658579414	1.93525047251657e-13	2.98854977023383e-11
16854408	PCAT18	prostate cancer associated transcript 18 (non-protein coding)	-2.00730233333333	3.9197316	-13.549248842028	2.15583520408098e-13	3.2935858794326e-11
17062321	CADPS2	Ca++-dependent secretion activator 2	-1.73730033333334	8.2484008	-13.5367099872941	2.2025888346232e-13	3.34711491576331e-11
16921402	ZNF512B	zinc finger protein 512B	-1.27932966666667	7.2506512	-13.4991532127319	2.34899356021465e-13	3.50618720202442e-11
17065780	GATA4	GATA binding protein 4	-2.67883466666667	6.2267332	-13.4815620383324	2.42098888734073e-13	3.58369075245789e-11
17122638	LOC100506123,LOC100506076,LINC00342	uncharacterized LOC100506123,uncharacterized LOC100506076,long intergenic non-protein coding RNA 342	-2.40991633333334	7.1536712	-13.47502882777	2.44830429129985e-13	3.60544357206935e-11
17101698	BMX	BMX non-receptor tyrosine kinase	-2.408772	5.1574968	-13.4169547711168	2.70555797694943e-13	3.89532319842507e-11
17122206	ANKRD36BP2,ANKRD36B,ANKRD36C	ankyrin repeat domain 36B pseudogene 2,ankyrin repeat domain 36B,ankyrin repeat domain 36C	-2.89446266666667	6.6443284	-13.4093068627725	2.74145882809496e-13	3.8965540925296e-11
17075731	CLU	clusterin	-2.18388866666667	7.4973388	-13.3447727476686	3.06469560266514e-13	4.2919259153206e-11
16823704	C16orf89	chromosome 16 open reading frame 89	-1.544137	5.6663308	-13.3098848897585	3.25558736657227e-13	4.53701831588308e-11
16842786	RAB34,NARR	RAB34, member RAS oncogene family,nine-amino acid residue-repeats	-1.52471500000001	6.293846	-13.2036203861821	3.91632651918393e-13	5.37911213108489e-11
16917810	LINC00261	long intergenic non-protein coding RNA 261	-2.73267833333334	4.917956	-13.1279624241211	4.47002211520609e-13	6.08114580044395e-11
16826606	CRNDE	colorectal neoplasia differentially expressed (non-protein coding)	-2.77858233333334	6.4610036	-13.1208827104216	4.52581077156644e-13	6.1196621128512e-11
17059788	HEPACAM2	HEPACAM family member 2	-2.12674633333333	4.4316512	-13.0986775025926	4.70549864542795e-13	6.28184069164631e-11
17006949	CFB	complement factor B	-1.893095	8.626304	-13.0359555259211	5.25392478335413e-13	6.85385283724403e-11
16866435	SHC2	SHC (Src homology 2 domain containing) transforming protein 2	-1.344327	6.8105548	-13.0319060310167	5.29152518055782e-13	6.87152649469801e-11
16936648	CHKB-CPT1B,CPT1B,CHKB	CHKB-CPT1B readthrough (NMD candidate),carnitine palmitoyltransferase 1B (muscle),choline kinase beta	-1.03163233333333	7.5279676	-12.9689923470593	5.91273675019338e-13	7.60905298271508e-11
16812572	GOLGA2P10,GOLGA2P7,LOC727751,LOC101929479,LOC642423	golgin A2 pseudogene 10,golgin A2 pseudogene 7,golgin A2 pseudogene,golgin subfamily A member 2-like protein 3,golgin A2 pseudogene	-1.08264066666667	9.0819696	-12.8972815061433	6.7134914472031e-13	8.56239898014042e-11
16879500	PLEKHH2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2	-2.00511900000001	6.5845256	-12.7884018137981	8.14952281000959e-13	1.0078948794769e-10
17120318	PARP8,LINC00623,LINC01138,LINC00869,LOC103091866,LOC388692	poly (ADP-ribose) polymerase family, member 8,long intergenic non-protein coding RNA 623,long intergenic non-protein coding RNA 1138,long intergenic non-protein coding RNA 869,uncharacterized LOC103091866,uncharacterized LOC388692	-1.26595733333334	8.2742016	-12.6747996922509	9.98916869823769e-13	1.22146007592862e-10
16671874	SYT11	synaptotagmin XI	-3.28720733333334	8.3700536	-12.6239445190838	1.09468394766517e-12	1.33080960429133e-10
16880478	C2orf74,KIAA1841	chromosome 2 open reading frame 74,KIAA1841	-2.09950100000001	4.5553364	-12.6012856179013	1.14035846553985e-12	1.37463717308051e-10
17120058	PDE4DIP,LOC100996724,LOC102724645,LOC100996761,ESPNP	phosphodiesterase 4D interacting protein,phosphodiesterase 4D interacting protein-like,uncharacterized LOC102724645,uncharacterized LOC100996761,espin pseudogene	-1.831627	6.0998868	-12.5741727176168	1.19760644298422e-12	1.43156562634378e-10
16988984	PDLIM4	PDZ and LIM domain 4	-1.34880033333333	6.7046368	-12.5420830117953	1.26921352889215e-12	1.4921877081037e-10
16756431	TMEM263	transmembrane protein 263	-1.01380866666667	8.5452348	-12.4748937632933	1.4338148041039e-12	1.67879734173952e-10
16773759	FRY	furry homolog (Drosophila)	-2.91047833333334	6.909696	-12.4237420327988	1.57379783091171e-12	1.82771667606978e-10
16709822	GRK5	G protein-coupled receptor kinase 5	-2.07909833333334	8.074138	-12.3254349209279	1.88381221632008e-12	2.14416857402583e-10
16665621	CACHD1	cache domain containing 1	-3.14532866666667	6.6555328	-12.2202092288105	2.28621788033779e-12	2.50248883614446e-10
16825561	SEZ6L2	seizure related 6 homolog (mouse)-like 2	-1.01478500000001	9.107488	-12.1797046153418	2.46388345863588e-12	2.61675414608804e-10
16819039	IRX5	iroquois homeobox 5	-1.50464166666667	7.239464	-12.1434571874513	2.63494608261385e-12	2.78806572719241e-10
16854227	GATA6-AS1	GATA6 antisense RNA 1 (head to head)	-1.487561	5.9970204	-12.0646842918078	3.05026143037891e-12	3.10772871398128e-10
16877297	TRIB2	tribbles pseudokinase 2	-2.15036033333333	8.0036348	-12.0582228147644	3.08719537278686e-12	3.10772871398128e-10
16813429	FAM174B	family with sequence similarity 174, member B	-1.41772766666667	7.1924124	-12.0578492142271	3.08934493601696e-12	3.10772871398128e-10
16900737	ANKRD36B	ankyrin repeat domain 36B	-2.52016	7.35932	-11.9684185890651	3.65104216557781e-12	3.63437712990914e-10
16962584	BCL6	B-cell CLL/lymphoma 6	-1.31200300000001	9.0745872	-11.9607907295347	3.70358697754565e-12	3.67388112366325e-10
17088760	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	-1.81200533333334	6.7427528	-11.9070852181449	4.09631865631915e-12	4.02157139836364e-10
16782710	REC8	REC8 meiotic recombination protein	-2.58836666666667	6.34946	-11.8975531412222	4.17039330327822e-12	4.06634697205991e-10
17121276	GOLGA8O,GOLGA8R,GOLGA8N	golgin A8 family, member O,golgin A8 family, member R,golgin A8 family, member N	-1.36919433333334	6.7416544	-11.8758070179579	4.34460019471449e-12	4.18117559741304e-10
17043965	LOC100506098	uncharacterized LOC100506098	-1.576625	5.954676	-11.8755502359541	4.34670150313862e-12	4.18117559741304e-10
17018980	UNC5CL	unc-5 family C-terminal like	-1.93806266666667	6.9478044	-11.8496766466335	4.56389729795666e-12	4.36073518078006e-10
17097432	RNF183	ring finger protein 183	-1.384046	5.9060444	-11.8420984857852	4.62960834273139e-12	4.39412892835525e-10
16790115	RNASE1	ribonuclease, RNase A family, 1 (pancreatic)	-2.38217133333334	9.3560692	-11.8356479022256	4.6863104566541e-12	4.41133412870339e-10
16978251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	-3.75318466666667	8.8260432	-11.8347727185478	4.69405850791358e-12	4.41133412870339e-10
17028046	C2,CFB	complement component 2,complement factor B	-1.33146833333334	6.609558	-11.8028933483536	4.98548236464347e-12	4.60126295320305e-10
16798744	GOLGA8O,GOLGA8N,GOLGA8R,GOLGA8K,GOLGA8M,GOLGA8J,GOLGA8IP,GOLGA8T,GOLGA8H	golgin A8 family, member O,golgin A8 family, member N,golgin A8 family, member R,golgin A8 family, member K,golgin A8 family, member M,golgin A8 family, member J,golgin A8 family, member I, pseudogene,golgin A8 family, member T,golgin A8 family, member H	-1.55276500000001	6.616868	-11.8004155497591	5.00890048110242e-12	4.60126295320305e-10
17118792	MIR612,NEAT1	microRNA 612,nuclear paraspeckle assembly transcript 1 (non-protein coding)	-2.48239800000001	6.9451172	-11.7776289674057	5.2296522425873e-12	4.77335255330596e-10
16922222	IFNAR2	interferon (alpha, beta and omega) receptor 2	-1.28266166666667	8.674926	-11.728031314476	5.7455119096715e-12	5.15557274486787e-10
17040902	C2,CFB	complement component 2,complement factor B	-1.39369166666667	6.86714	-11.7158874590744	5.87963553285494e-12	5.21662445770599e-10
16918569	GGT7	gamma-glutamyltransferase 7	-1.08786633333334	8.6082832	-11.7052168885334	6.00015105105352e-12	5.30706858754018e-10
16903931	CYTIP	cytohesin 1 interacting protein	-1.728824	5.5979936	-11.6963218466318	6.10255870208788e-12	5.38098764073916e-10
16726880	NEAT1,MIR612	nuclear paraspeckle assembly transcript 1 (non-protein coding),microRNA 612	-3.46958133333334	10.1257832	-11.6918425631315	6.15480873648796e-12	5.39376474824308e-10
17030856	C2,CFB	complement component 2,complement factor B	-1.296983	6.8147352	-11.681943726236	6.27191921516481e-12	5.42977151691041e-10
16821365	PLCG2	phospholipase C, gamma 2 (phosphatidylinositol-specific)	-2.794423	4.3222672	-11.671198088597	6.40165153630136e-12	5.52534086829588e-10
16819994	HSF4	heat shock transcription factor 4	-1.25469633333334	6.4136592	-11.6628018084875	6.50494356776601e-12	5.56725341765622e-10
16812517	GOLGA2P10,GOLGA2P7,LOC727751,LOC101929479,LOC642423	golgin A2 pseudogene 10,golgin A2 pseudogene 7,golgin A2 pseudogene,golgin subfamily A member 2-like protein 3,golgin A2 pseudogene	-1.009338	8.7495952	-11.6625012731731	6.50867248240113e-12	5.56725341765622e-10
16801400	CGNL1	cingulin-like 1	-1.213892	5.2999948	-11.6496681992977	6.66997350682041e-12	5.6881932273538e-10
17050847	PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	-4.05437433333334	4.8050904	-11.5780326583379	7.64926291084434e-12	6.37118927404991e-10
16773453	WASF3	WAS protein family, member 3	-2.35056433333333	7.4574924	-11.5638946376088	7.85943700457056e-12	6.47078546926733e-10
17031852	DDX39B	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B	-1.60985633333334	4.8183452	-11.5482684283373	8.09867305841751e-12	6.64859168407844e-10
16899378	M1AP	meiosis 1 associated protein	-1.57824666666667	6.283388	-11.5021794406145	8.84898196406386e-12	7.24374113843382e-10
17082935	ZNF250	zinc finger protein 250	-2.08513766666667	6.4717564	-11.4880848466524	9.09246821070706e-12	7.40064741628747e-10
16675197	PLA2G4A	phospholipase A2, group IVA (cytosolic, calcium-dependent)	-3.73018500000001	6.603622	-11.4529816610699	9.72936128973009e-12	7.85192436966946e-10
17075650	PNMA2	paraneoplastic Ma antigen 2	-1.06712033333333	6.9678968	-11.4134380919605	1.0502181431008e-11	8.40439275357054e-10
16944738	PDIA5,MIR7110	protein disulfide isomerase family A, member 5,microRNA 7110	-1.43579133333334	9.5187572	-11.3910965156565	1.09665189921162e-11	8.70284669682687e-10
16785483	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	-1.02680833333334	8.518442	-11.3360763523754	1.22024536829299e-11	9.49896183290526e-10
17033493	C2,CFB	complement component 2,complement factor B	-1.22293266666667	6.4347644	-11.2609509794782	1.41259686566673e-11	1.0790502635089e-09
16880168	RPL23AP32	ribosomal protein L23a pseudogene 32	-2.96738200000001	5.5965768	-11.2261606561163	1.51200824193471e-11	1.14276622920192e-09
16990678	STK32A	serine/threonine kinase 32A	-2.46413666666667	5.087776	-11.1618453025553	1.71520981006842e-11	1.2581865213306e-09
16692553	NBPF19,NBPF20	neuroblastoma breakpoint family, member 19,neuroblastoma breakpoint family, member 20	-1.95309800000001	9.0218732	-11.1604211624894	1.72001506650757e-11	1.2581865213306e-09
16731010	COLCA2	colorectal cancer associated 2	-2.14289733333334	7.3743916	-11.1336221923244	1.81307144378499e-11	1.29818641798229e-09
17120680	NEAT1,MIR612	nuclear paraspeckle assembly transcript 1 (non-protein coding),microRNA 612	-2.28694500000001	10.747224	-11.1163262828768	1.87586977205773e-11	1.33979308794793e-09
16942419	PSMD6-AS2,PSMD6	PSMD6 antisense RNA 2,proteasome 26S subunit, non-ATPase 6	-1.64057933333334	5.7961264	-11.0549021144519	2.11759525842799e-11	1.4879989369643e-09
17038351	C2,CFB	complement component 2,complement factor B	-1.25677866666667	6.5920608	-11.0373504223757	2.1924018453638e-11	1.52395932652551e-09
16702767	VIM	vimentin	-2.81844266666667	7.6204264	-11.0343533179572	2.20544535710268e-11	1.52930505842394e-09
17121284	GOLGA8A,GOLGA8B	golgin A8 family, member A,golgin A8 family, member B	-2.451341	7.4557604	-10.9636314456503	2.5375747646634e-11	1.71674633112207e-09
16883715	IL18R1	interleukin 18 receptor 1	-1.45497266666667	5.7251224	-10.9276500310793	2.72592282503092e-11	1.81531210229157e-09
16939768	KRBOX1	KRAB box domain containing 1	-1.01984833333333	4.252936	-10.8970984680728	2.89713281873119e-11	1.91401515767032e-09
16812362	LOC101929560	uncharacterized LOC101929560	-1.68977633333334	5.2209432	-10.8964410163179	2.90093655105622e-11	1.91401515767032e-09
16964632	EVC	Ellis van Creveld protein	-1.710918	6.4677672	-10.8859324528465	2.96243763335982e-11	1.94114405384075e-09
17121282	GOLGA8A,GOLGA8B	golgin A8 family, member A,golgin A8 family, member B	-2.576849	7.8092716	-10.8338067845224	3.28796537206145e-11	2.09206865733683e-09
16780867	ARGLU1	arginine and glutamate rich 1	-1.141236	8.8216544	-10.8234074318946	3.35720108165059e-11	2.13137506003724e-09
16865308	LENG8	leukocyte receptor cluster (LRC) member 8	-1.34327833333334	9.350874	-10.8187162194206	3.38892348401286e-11	2.14674401363112e-09
17119962	PDE4DIP,LOC100996724,LOC728989,LOC100996761	phosphodiesterase 4D interacting protein,phosphodiesterase 4D interacting protein-like,phosphodiesterase 4D interacting protein pseudogene,uncharacterized LOC100996761	-1.36686166666667	6.132992	-10.8077163023703	3.46452222015401e-11	2.18438633666835e-09
17121430	ERVK13-1	endogenous retrovirus group K13, member 1	-1.970936	7.5799104	-10.7901794000582	3.5886582236026e-11	2.24925177319387e-09
17065992	MICU3	mitochondrial calcium uptake family, member 3	-1.80805366666667	3.5945828	-10.7750569571906	3.69937882686292e-11	2.30256108288991e-09
16984294	CARD6	caspase recruitment domain family, member 6	-2.91678333333333	5.489438	-10.7661059908482	3.76656583756432e-11	2.32915626435877e-09
17075553	STC1	stanniocalcin 1	-3.52176066666667	7.9368336	-10.7573154979826	3.83377180905389e-11	2.36559453159526e-09
16916712	C20orf194	chromosome 20 open reading frame 194	-2.321177	6.6495788	-10.7151305842619	4.17389644056148e-11	2.54251700235396e-09
16883647	IL1R1	interleukin 1 receptor, type I	-1.98874833333333	6.895012	-10.6609373673562	4.65696006599852e-11	2.81041943151794e-09
16933030	GUSBP11	glucuronidase, beta pseudogene 11	-1.30431233333334	6.8413516	-10.6064666058034	5.20071302572525e-11	3.06981757090795e-09
16716795	SORBS1	sorbin and SH3 domain containing 1	-1.95454966666667	6.5613872	-10.566996397675	5.63525553545428e-11	3.3058237246898e-09
16936947	ITPR1	inositol 1,4,5-trisphosphate receptor, type 1	-1.58613633333334	6.5876532	-10.5492956749474	5.84210709092403e-11	3.39425066523275e-09
16665588	ROR1	receptor tyrosine kinase-like orphan receptor 1	-2.00472433333334	9.7651264	-10.547705408753	5.86106966229181e-11	3.39644825927008e-09
16806968	GOLGA8A,GOLGA8B	golgin A8 family, member A,golgin A8 family, member B	-2.19858866666667	7.7823328	-10.5409939442156	5.941798792683e-11	3.42931817592243e-09
16947053	SUCNR1	succinate receptor 1	-2.14337066666667	3.9023976	-10.5192797256001	6.21092082665525e-11	3.55590775744917e-09
16761464	PRR4,PRH1-PRR4	proline rich 4 (lacrimal),PRH1-PRR4 readthrough	-2.98779566666667	7.1760436	-10.476261473547	6.78176591696798e-11	3.82146490102284e-09
16695791	RGS5	regulator of G-protein signaling 5	-1.22614233333333	5.5896076	-10.461489505209	6.99002064340386e-11	3.90353721798067e-09
17020483	GUSBP4,GUSBP1	glucuronidase, beta pseudogene 4,glucuronidase, beta pseudogene 1	-1.70944666666667	6.343944	-10.4414408511996	7.28324544668699e-11	4.02466226627467e-09
17001349	SPINK1	serine peptidase inhibitor, Kazal type 1	-3.89924266666667	8.0643224	-10.4142727277015	7.70093034383768e-11	4.23092074986728e-09
16697138	COLGALT2	collagen beta(1-O)galactosyltransferase 2	-3.29552200000001	7.1956168	-10.3784410045768	8.28981492315554e-11	4.50250423079146e-09
17001654	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	-1.32582966666667	8.9179112	-10.3663270942955	8.49922766230458e-11	4.59006493543251e-09
16770812	TESC	tescalcin	-1.28347733333334	9.4145376	-10.3617781702142	8.57926407977572e-11	4.62454708481345e-09
17126262	NEAT1,MIR612	nuclear paraspeckle assembly transcript 1 (non-protein coding),microRNA 612	-3.06336666666667	10.12547	-10.3601191574608	8.60864639105293e-11	4.63164630406763e-09
16968521	MIR4451	microRNA 4451	-2.28346433333334	5.3475424	-10.330736566813	9.14654569427258e-11	4.88425540074156e-09
17125576	LINC00894	long intergenic non-protein coding RNA 894	-1.287357	5.9783788	-10.2983955658222	9.77875074932814e-11	5.17350241032511e-09
16962380	ETV5	ets variant 5	-2.06408166666667	8.198298	-10.2883616314994	9.98390332614621e-11	5.2432009949388e-09
17003858	RNF130	ring finger protein 130	-1.089387	7.2268748	-10.2752844292096	1.02579445902484e-10	5.37723337612491e-09
16658536	PER3	period circadian clock 3	-1.94676033333333	7.7146308	-10.2731207568694	1.03040266402874e-10	5.39149701623388e-09
16922443	CLIC6	chloride intracellular channel 6	-5.26288833333334	7.17508	-10.2588513877412	1.06133198193899e-10	5.52298604590439e-09
17084669	RUSC2	RUN and SH3 domain containing 2	-1.14411966666667	6.2432432	-10.2454769191394	1.09118905937373e-10	5.66803277040876e-09
17064197	ZNF767P	zinc finger family member 767, pseudogene	-1.49247366666667	7.4074468	-10.2400317273745	1.10359118933003e-10	5.70659056219784e-09
16944325	UPK1B	uroplakin 1B	-4.199993	5.8501112	-10.2182772623746	1.15460498977936e-10	5.92206641885217e-09
16974626	LDB2	LIM domain binding 2	-2.29126166666667	5.581116	-10.2150611593238	1.16235002012504e-10	5.93592470777096e-09
16680770	LINC00982	long intergenic non-protein coding RNA 982	-1.47438366666667	6.7577148	-10.2110943500199	1.17197658541196e-10	5.96309711744448e-09
17011378	SOBP	sine oculis binding protein homolog	-1.95881766666667	6.2446804	-10.1726682042466	1.26958492435071e-10	6.33653812727648e-09
17033830	GABBR1	gamma-aminobutyric acid (GABA) B receptor, 1	-1.26613333333334	7.781496	-10.1721712122469	1.27090074798888e-10	6.33653812727648e-09
16743091	FZD4	frizzled class receptor 4	-1.73107866666667	7.3278368	-10.1556209632568	1.31552964747493e-10	6.50231254302965e-09
17125686	LINC00894,LINC00893	long intergenic non-protein coding RNA 894,long intergenic non-protein coding RNA 893	-1.52571533333334	5.9644048	-10.1485778513447	1.3350080099317e-10	6.57583514409287e-09
16731003	C11orf53	chromosome 11 open reading frame 53	-1.63433133333333	5.7696132	-10.1345587314697	1.37466715987683e-10	6.70185428165892e-09
16775834	SOX21-AS1	SOX21 antisense RNA 1 (head to head)	-2.57659233333334	6.8210296	-10.1318294845474	1.38252791066468e-10	6.72869503914467e-09
16698234	FMOD	fibromodulin	-3.34362566666668	9.9079616	-10.1023559091203	1.47042300425225e-10	7.0721405401486e-09
16747663	MIR141	microRNA 141	-1.05675033333334	5.1123128	-10.041728925381	1.66975948192434e-10	7.79466644429678e-09
16931321	MIRLET7BHG	MIRLET7B host gene	-1.03899266666667	6.6033964	-10.0364381255084	1.68842461504437e-10	7.85612423895809e-09
16754808	TMTC2	transmembrane and tetratricopeptide repeat containing 2	-1.006775	7.740754	-10.0302195682987	1.71063736630999e-10	7.93363618800487e-09
16982183	SORBS2	sorbin and SH3 domain containing 2	-1.25331166666667	7.344546	-10.0243167027229	1.73200057850004e-10	8.00671917915334e-09
17049270	STAG3L5P-PVRIG2P-PILRB	STAG3L5P-PVRIG2P-PILRB readthrough	-1.26887100000001	7.5355904	-10.00453858589	1.8056016337717e-10	8.29328506032534e-09
16683655	RSRP1,LOC101928189	arginine/serine-rich protein 1,uncharacterized LOC101928189	-1.29916366666667	7.7738988	-9.98312312096964	1.88893201661667e-10	8.56585694963835e-09
17002612	SLIT3	slit guidance ligand 3	-3.02790300000001	6.8057592	-9.9563589895669	1.99866497332164e-10	8.99210387761037e-09
16912472	HCK	HCK proto-oncogene, Src family tyrosine kinase	-1.304006	5.7748964	-9.95269919568047	2.01417171655806e-10	9.04762134753887e-09
17122462	LOC100288570,LOC440895	glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast) pseudogene,two pore channel 3 pseudogene	-1.549382	7.6188668	-9.94934240403897	2.02850341029603e-10	9.08343478507009e-09
17106102	COL4A5	collagen, type IV, alpha 5	-1.78154233333333	5.7367316	-9.93163279562812	2.10586913540466e-10	9.35654359710352e-09
17125684	LINC00894,LINC00893	long intergenic non-protein coding RNA 894,long intergenic non-protein coding RNA 893	-1.03630233333334	6.4918476	-9.92632367733465	2.12964876649815e-10	9.43285823412182e-09
17119458	SNORD95,GNB2L1,SNORD96A	small nucleolar RNA, C/D box 95,guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1,small nucleolar RNA, C/D box 96A	-1.702703	9.2836012	-9.92266492912269	2.14619693813591e-10	9.4914396788862e-09
16727388	LOC102724064	proline-rich receptor-like protein kinase PERK13	-1.74795466666667	8.6631332	-9.91942753272925	2.16094963261081e-10	9.5271867367374e-09
17109503	PHKA2	phosphorylase kinase, alpha 2 (liver)	-1.24973433333334	8.7895844	-9.90447978141854	2.23043049298589e-10	9.78042095746766e-09
17088320	COL27A1	collagen, type XXVII, alpha 1	-1.077077	6.2122288	-9.88974474490541	2.30117279322109e-10	1.0021677672185e-08
16657654	MIR429	microRNA 429	-1.09674633333334	4.3479212	-9.87069297520884	2.39607388744693e-10	1.02937496075897e-08
17090063	LINC00963	long intergenic non-protein coding RNA 963	-1.008423	7.7849392	-9.8687275780052	2.40609029891085e-10	1.03212603227604e-08
17050134	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma	-1.488039	5.4699956	-9.85721014288604	2.46565928414176e-10	1.05293602524135e-08
16937943	SLC6A6	solute carrier family 6 (neurotransmitter transporter), member 6	-1.54219133333334	8.9253792	-9.84589267051376	2.52567203184544e-10	1.0737494577303e-08
16954401	HYAL1	hyaluronoglucosaminidase 1	-2.30142333333334	7.568292	-9.82971645305389	2.61406791588009e-10	1.10638972279672e-08
16806936	GOLGA8A,GOLGA8B	golgin A8 family, member A,golgin A8 family, member B	-2.13198600000001	7.9150424	-9.82337427214024	2.64958763560884e-10	1.11811032735168e-08
16779006	LPAR6	lysophosphatidic acid receptor 6	-1.116451	4.6287464	-9.78981398827282	2.84597922909717e-10	1.18696030067266e-08
16995279	MIR580	microRNA 580	-1.43304066666667	2.6847996	-9.75960776384485	3.03553415958551e-10	1.24600826731607e-08
17009615	LOC730101	uncharacterized LOC730101	-1.39349433333334	6.4499424	-9.75779262847371	3.04733012155227e-10	1.24905558454271e-08
16803197	NEIL1,MIR631	nei-like DNA glycosylase 1,microRNA 631	-1.61957	7.92486	-9.71368331893694	3.3489427987151e-10	1.35135518102389e-08
16817721	ASPHD1	aspartate beta-hydroxylase domain containing 1	-1.07859233333334	8.1096296	-9.69520461321632	3.4842647165851e-10	1.39219522640727e-08
16779024	RCBTB2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	-1.11765533333334	6.6279668	-9.68854654754706	3.53438923770092e-10	1.40632264807629e-08
17058672	GTF2IRD2B,GTF2IRD2,GTF2IRD2P1	GTF2I repeat domain containing 2B,GTF2I repeat domain containing 2,GTF2I repeat domain containing 2 pseudogene 1	-1.09784233333333	7.4159016	-9.68512179362821	3.56046022339865e-10	1.41276094614272e-08
16896106	CAPN13	calpain 13	-1.77913966666667	6.2681252	-9.68090263706149	3.5928506024924e-10	1.42363590655486e-08
17028593	GABBR1	gamma-aminobutyric acid (GABA) B receptor, 1	-1.32188133333334	7.9725792	-9.656831856824	3.78352419610956e-10	1.48681571882605e-08
16686865	SPATA6	spermatogenesis associated 6	-1.10000533333334	7.6814108	-9.64218068823784	3.90464445923289e-10	1.52393152398667e-08
17125360	LOC100128077,LINC00963	uncharacterized LOC100128077,long intergenic non-protein coding RNA 963	-1.49612366666667	6.2992168	-9.63934455910559	3.9285472317862e-10	1.53116870211323e-08
17026529	GABBR1	gamma-aminobutyric acid (GABA) B receptor, 1	-1.28228666666667	7.96917	-9.63405349779773	3.9735428873626e-10	1.54449179250425e-08
17005197	RNF144B	ring finger protein 144B	-1.63632066666667	8.0113296	-9.62048497603515	4.09136771410265e-10	1.58382498948779e-08
17120056	PDE4DIP,LOC100996724,LOC100996761	phosphodiesterase 4D interacting protein,phosphodiesterase 4D interacting protein-like,uncharacterized LOC100996761	-1.354757	5.9203648	-9.61796881988074	4.11360892870647e-10	1.58598776631869e-08
16959628	DBR1	debranching RNA lariats 1	-1.74105266666667	9.0120564	-9.60860323165076	4.19749269437611e-10	1.60963984947156e-08
16787869	SERPINA4	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4	-2.75843466666667	6.2664312	-9.60797566132203	4.20317605273313e-10	1.60965866823771e-08
16719025	FGFR2	fibroblast growth factor receptor 2	-1.20201233333333	8.4854916	-9.60274850610561	4.25082220793713e-10	1.6257260998468e-08
16711001	CYP2E1	cytochrome P450, family 2, subfamily E, polypeptide 1	-1.384259	5.9014136	-9.59699718954471	4.3038879855956e-10	1.63943701147307e-08
17092879	MIR31	microRNA 31	-1.53370433333334	6.1289804	-9.58309928869981	4.43494885501779e-10	1.68486773722079e-08
16704586	BMS1P6	BMS1 ribosome biogenesis factor pseudogene 6	-1.174403	6.2375772	-9.58157009933757	4.44961784624391e-10	1.68819564740163e-08
16852308	SCARNA17	small Cajal body-specific RNA 17	-1.549034	10.0290076	-9.55941053871539	4.66787287742384e-10	1.75932005587232e-08
